# Scene precison and perplexity along time
0.61,10.14
0.62,9.80
0.63,9.68
0.63,9.35
0.63,9.24
0.66,10.80
0.66,12.75
0.65,13.59
0.62,14.33
0.62,14.36
0.62,14.32
0.63,14.23
0.64,14.11
0.64,13.98
0.64,13.82
0.70,13.10
0.83,11.63
0.91,10.60
0.92,8.17
0.92,8.12
0.92,8.13
0.91,8.02
0.93,8.64
0.91,8.70
0.90,8.55
0.89,8.59
0.87,8.67
0.86,8.69
0.85,8.64
0.86,8.38
0.89,8.01
0.91,7.81
0.93,6.96
0.94,6.92
0.96,6.96
0.97,6.92
0.97,6.74
0.96,6.45
0.93,6.03
0.94,6.55
0.94,6.78
0.93,6.81
0.92,6.78
0.91,6.73
0.90,6.73
0.88,7.51
0.85,8.66
0.85,8.77
0.85,9.70
0.83,10.76
0.82,13.64
0.81,13.86
0.81,13.87
0.82,13.86
0.81,13.85
0.82,13.45
0.82,12.64
0.88,20.18
0.71,26.46
0.63,26.36
0.61,25.05
0.60,24.12
0.60,24.22
0.60,24.32
0.60,24.37
0.60,24.39
0.60,24.33
0.66,21.82
0.88,15.18
0.81,9.03
0.81,9.05
0.81,8.94
0.81,8.86
0.81,8.78
0.81,8.72
0.81,8.67
0.79,8.63
0.79,8.43
0.82,7.73
0.84,6.39
0.83,5.92
0.83,5.96
0.85,5.94
0.86,5.98
0.88,6.08
0.90,6.62
0.92,6.91
0.92,6.93
0.93,6.77
0.94,6.79
0.94,7.19
0.93,7.56
0.93,7.55
0.92,7.86
0.90,8.01
0.92,7.65
0.93,7.43
0.93,7.45
0.92,7.50
0.92,7.52
0.92,7.28
0.92,6.96
0.92,7.18
0.90,6.80
0.86,6.55
0.86,7.09
0.85,7.61
0.84,9.23
0.84,9.55
0.84,9.89
0.85,10.20
0.85,10.60
0.89,11.02
0.93,11.53
0.92,11.95
0.89,11.84
0.82,12.15
0.77,12.25
0.74,12.08
0.71,12.25
0.68,12.50
0.66,12.76
0.64,13.06
0.64,13.82
0.56,16.46
0.50,17.01
0.49,17.11
0.47,17.14
0.45,15.41
0.43,15.44
0.42,15.75
0.41,17.46
0.38,18.21
0.37,18.89
0.44,22.83
0.48,18.59
0.44,16.46
0.45,15.41
0.46,15.35
0.47,15.25
0.48,15.08
0.49,13.32
0.26,31.89
0.25,31.78
0.25,31.66
0.26,30.37
0.28,27.94
0.28,26.61
0.28,26.28
0.29,25.64
0.30,25.12
0.30,26.05
0.32,26.23
0.32,26.10
0.33,25.90
0.32,26.13
0.32,26.54
0.32,26.74
0.31,27.01
0.30,27.60
0.29,28.32
0.55,14.83
0.50,15.52
0.48,15.92
0.47,15.56
0.46,15.75
0.46,16.71
0.45,18.26
0.45,19.52
0.41,22.89
0.41,23.06
0.45,19.05
0.47,16.53
0.47,14.42
0.46,13.30
0.45,12.35
0.45,11.75
0.44,11.07
0.44,10.64
0.44,10.70
0.44,10.84
0.46,11.83
0.49,13.13
0.54,14.62
0.57,16.13
0.60,18.19
0.50,20.84
0.51,21.03
0.51,20.75
0.57,19.12
0.68,17.19
0.63,15.87
0.57,14.89
0.54,13.95
0.56,13.09
0.56,12.44
0.56,12.04
0.57,11.82
0.59,11.71
0.35,22.54
0.28,23.25
0.25,23.53
0.25,23.88
0.24,24.09
0.24,24.64
0.24,25.34
0.24,25.51
0.24,25.59
0.24,25.69
0.24,26.45
0.26,31.21
0.26,33.24
0.26,31.77
0.26,32.01
0.26,34.48
0.25,39.91
0.25,43.21
0.25,42.25
0.25,40.72
0.24,40.19
0.24,40.25
0.24,41.09
0.24,42.08
0.24,40.81
0.24,39.43
0.24,38.39
0.24,35.97
0.24,35.11
0.24,35.60
0.24,34.87
0.24,33.92
0.24,33.26
0.24,33.53
0.24,34.44
0.24,35.31
0.24,32.43
0.24,30.86
0.24,31.85
0.25,30.03
0.28,29.19
0.36,27.75
0.57,12.70
0.59,11.87
0.62,10.00
0.62,9.25
0.64,9.37
0.68,9.92
0.77,11.60
0.76,11.21
0.77,10.73
0.78,11.10
0.76,10.79
0.79,10.41
0.79,9.82
0.79,9.64
0.80,9.42
0.79,9.10
0.78,8.78
0.76,8.28
0.75,8.06
0.75,8.08
0.75,8.10
0.75,8.12
0.75,8.11
0.75,8.07
0.74,8.05
0.75,8.09
0.75,8.16
0.76,8.42
0.77,8.71
0.77,8.78
0.78,8.92
0.80,9.08
0.84,9.61
0.86,9.92
0.88,10.10
0.89,10.09
0.89,10.09
0.86,10.04
0.84,9.99
0.84,10.11
0.84,9.87
0.84,9.77
0.85,9.36
0.85,9.50
0.85,8.80
0.86,8.81
0.67,19.49
0.63,21.43
0.56,27.39
0.45,32.20
0.36,36.05
0.33,37.30
0.33,37.64
0.32,38.05
0.31,38.62
0.30,39.25
0.29,32.80
0.29,25.36
0.37,22.29
0.53,17.72
0.84,10.43
0.93,12.54
0.52,25.47
0.48,26.17
0.49,25.74
0.51,25.66
0.52,25.90
0.54,25.96
0.53,25.61
0.46,25.68
0.42,25.81
0.40,25.71
0.44,23.57
0.46,22.92
0.45,23.17
0.44,23.19
0.43,22.98
0.42,22.94
0.42,23.11
0.48,21.97
0.67,19.24
0.87,7.99
0.86,7.86
0.84,7.74
0.82,7.65
0.82,7.54
0.82,7.46
0.82,7.60
0.84,7.86
0.89,8.00
0.92,8.11
0.89,10.36
0.76,12.20
0.69,12.74
0.65,13.19
0.60,13.71
0.57,14.08
0.58,13.82
0.52,27.85
0.37,34.12
0.35,34.02
0.36,32.78
0.36,31.26
0.35,31.03
0.37,30.54
0.39,29.64
0.41,32.17
0.41,38.42
0.41,39.41
0.48,40.91
0.51,42.00
0.52,41.81
0.51,42.16
0.47,41.91
0.47,41.72
0.48,43.10
0.61,36.73
0.86,12.69
0.86,8.27
0.75,9.83
0.64,10.46
0.58,12.97
0.55,13.10
0.55,14.00
0.55,15.77
0.55,16.70
0.55,17.05
0.53,17.49
0.53,17.55
0.60,17.55
0.64,17.27
0.78,12.95
0.78,12.04
0.80,12.26
0.82,12.20
0.83,11.04
0.81,10.16
0.83,10.02
0.84,9.88
0.85,8.93
0.86,8.90
0.86,9.01
0.87,9.00
0.88,9.02
0.88,9.05
0.87,9.26
0.88,9.25
0.88,9.26
0.89,9.18
0.89,9.09
0.89,8.97
0.90,8.49
0.90,7.97
0.90,7.44
0.91,6.70
0.91,6.11
0.91,6.08
0.92,6.07
0.92,6.86
0.91,7.40
0.90,7.95
0.89,8.30
0.89,8.27
0.89,8.23
0.90,7.78
0.90,7.29
0.90,6.76
0.90,6.29
0.89,5.58
0.88,5.03
0.86,4.54
0.85,4.18
0.83,3.93
0.82,3.75
0.87,4.42
0.87,4.51
0.87,4.61
0.87,4.74
0.86,4.83
0.87,4.92
0.87,4.97
0.88,5.02
0.88,5.05
0.88,5.05
0.87,4.32
0.87,4.28
0.87,4.24
0.86,4.17
0.85,4.20
0.84,4.28
0.86,5.97
0.83,8.30
0.72,11.37
0.69,11.91
0.68,12.25
0.66,12.61
0.65,12.96
0.63,13.32
0.62,13.60
0.61,13.82
0.66,12.47
0.77,10.74
0.87,5.95
0.89,5.39
0.91,5.63
0.92,6.06
0.92,6.23
0.91,6.60
0.89,6.71
0.86,6.80
0.86,6.93
0.87,7.22
0.87,7.35
0.88,7.32
0.90,7.36
0.92,7.21
0.93,7.22
0.94,6.88
0.94,6.87
0.93,6.83
0.93,6.78
0.90,6.49
0.89,6.46
0.89,6.46
0.89,6.37
0.88,6.24
0.87,6.19
0.87,6.19
0.87,6.14
0.87,6.09
0.87,5.95
0.87,5.73
0.86,5.51
0.85,5.32
0.83,5.05
0.80,4.78
0.80,4.50
0.80,4.41
0.80,4.33
0.80,4.26
0.81,4.25
0.82,4.26
0.83,4.27
0.83,4.23
0.83,4.20
0.84,4.47
0.84,4.62
0.84,4.77
0.85,5.06
0.86,5.23
0.86,5.23
0.85,5.24
0.86,5.23
0.87,5.26
0.86,5.31
0.84,5.11
0.84,4.99
0.83,4.88
0.81,4.62
0.81,4.44
0.82,4.53
0.84,4.83
0.87,5.04
0.88,5.17
0.88,5.28
0.89,5.42
0.89,5.60
0.88,5.81
0.87,6.11
0.87,6.55
0.87,6.66
0.88,6.66
0.89,6.65
0.90,6.61
0.90,6.54
0.90,6.46
0.90,6.36
0.89,6.05
0.89,5.58
0.88,5.09
0.88,5.05
0.88,5.10
0.88,5.14
0.88,5.16
0.88,5.11
0.87,5.00
0.87,4.95
0.86,4.91
0.85,4.87
0.85,4.85
0.85,4.86
0.85,4.82
0.85,4.79
0.86,4.82
0.87,4.83
0.88,4.88
0.88,4.83
0.91,6.39
0.93,7.42
0.94,7.71
0.94,8.57
0.94,8.72
0.94,8.91
0.93,9.05
0.92,9.13
0.91,9.24
0.90,9.40
0.91,8.62
0.92,7.88
0.91,7.77
0.88,8.20
0.81,10.88
0.81,10.97
0.83,10.80
0.83,10.65
0.84,10.52
0.84,10.39
0.84,10.27
0.84,10.30
0.83,10.18
0.84,9.59
0.85,6.52
0.85,5.79
0.87,5.77
0.88,5.75
0.90,5.75
0.91,5.79
0.91,5.78
0.92,5.86
0.92,6.15
0.92,6.42
0.91,6.50
0.91,6.49
0.90,6.50
0.90,6.54
0.88,6.76
0.87,6.93
0.86,7.07
0.85,7.05
0.85,6.96
0.86,6.83
0.85,6.73
0.85,6.67
0.85,6.63
0.85,6.57
0.86,6.51
0.86,6.55
0.86,6.72
0.85,6.93
0.85,7.11
0.84,7.26
0.83,7.43
0.83,7.58
0.82,7.65
0.81,7.68
0.80,7.66
0.80,7.63
0.80,7.63
0.81,7.67
0.81,7.71
0.81,7.78
0.81,7.78
0.80,7.76
0.80,7.76
0.79,7.77
0.79,7.75
0.78,7.75
0.78,7.78
0.78,7.73
0.78,7.73
0.78,7.73
0.79,7.84
0.80,7.97
0.81,8.10
0.81,8.22
0.81,8.29
0.80,8.32
0.77,8.23
0.75,8.22
0.75,8.18
0.75,8.14
0.76,8.18
0.77,8.21
0.77,8.16
0.77,8.13
0.76,8.13
0.77,8.15
0.77,8.13
0.77,8.10
0.77,8.09
0.79,8.20
0.80,8.25
0.81,8.27
0.81,8.28
